track_name,element,album,lyrics,line
Bloom,Verse 2,The King Of Limbs,Jellyfish float by,13
Bloom,Outro,The King Of Limbs,It's what keeps me aliveYou might also like,14
Morning Mr. Magpie,Verse 1,The King Of Limbs,You got some nerve comin' here,1
Morning Mr. Magpie,Verse 1,The King Of Limbs,You got some nerve comin' here,2
Morning Mr. Magpie,Verse 1,The King Of Limbs,"You stole it off, give it back",3
Morning Mr. Magpie,Verse 1,The King Of Limbs,"You stole it off, give it back",4
Morning Mr. Magpie,Chorus,The King Of Limbs,"Good morning, Mr. Magpie",5
Morning Mr. Magpie,Chorus,The King Of Limbs,How are we today?,6
Morning Mr. Magpie,Chorus,The King Of Limbs,Now you've stolen all the magic,7
Morning Mr. Magpie,Chorus,The King Of Limbs,And took my memory,8
Morning Mr. Magpie,Interlude,The King Of Limbs,Ooh-ooh-ooh-ooh-ooh-ooh,9
Morning Mr. Magpie,Interlude,The King Of Limbs,Ooh-ooh-ooh-ooh,10
Morning Mr. Magpie,Interlude,The King Of Limbs,Ooh-ooh-ooh-ooh,11
Morning Mr. Magpie,Interlude,The King Of Limbs,Ooh-ooh-ooh,12
Morning Mr. Magpie,Verse 2,The King Of Limbs,"You know you should, but you don't",13
Morning Mr. Magpie,Verse 2,The King Of Limbs,"You know you should, but you don't, ooh",14
Morning Mr. Magpie,Chorus,The King Of Limbs,"Good morning, Mr. Magpie",15
Morning Mr. Magpie,Chorus,The King Of Limbs,How are we today?,16
Morning Mr. Magpie,Chorus,The King Of Limbs,Now you've stolen all my magic,17
Morning Mr. Magpie,Chorus,The King Of Limbs,Took my melodyYou might also like,18
Little by Little,Verse 1,The King Of Limbs,"Don't turn nasty now, the dusts of Hell",1
Little by Little,Verse 1,The King Of Limbs,A pillar of my salt,2
Little by Little,Verse 1,The King Of Limbs,The last one out of the box,3
Little by Little,Verse 1,The King Of Limbs,The one who broke the spell,4
Little by Little,Chorus 1,The King Of Limbs,"Little by little, by hook or by crook",5
Little by Little,Chorus 1,The King Of Limbs,I'm such a tease and you're such a flirt,6
Little by Little,Chorus 1,The King Of Limbs,Once you've been 'round you've been around enough,7
Little by Little,Chorus 1,The King Of Limbs,Ooh-ooh-ooh,8
Little by Little,Chorus 1,The King Of Limbs,"Little by little, by hook or by crook",9
Little by Little,Chorus 1,The King Of Limbs,"Never in earnest, never get judged",10
Little by Little,Chorus 1,The King Of Limbs,"I'm no idiot, I should look",11
Little by Little,Chorus 1,The King Of Limbs,Ooh-ooh-ooh-ooh-oh,12
Little by Little,Verse 2,The King Of Limbs,"The glue won't hold, the thread unpulls",13
Little by Little,Verse 2,The King Of Limbs,Uncurling with my love,14
Little by Little,Verse 2,The King Of Limbs,The last one out of the box,15
Little by Little,Verse 2,The King Of Limbs,The one who broke the seal,16
Little by Little,Bridge,The King Of Limbs,Obligations,17
Little by Little,Bridge,The King Of Limbs,Complications,18
Little by Little,Bridge,The King Of Limbs,Routines and schedules,19
Little by Little,Bridge,The King Of Limbs,The drug that will kill you,20
Little by Little,Bridge,The King Of Limbs,Kill you,21
Little by Little,Bridge,The King Of Limbs,"Oh-oh-oh-oh, you",22
Little by Little,Bridge,The King Of Limbs,You might also like,23
Little by Little,Chorus 2,The King Of Limbs,"Little by little, by hook or by crook",24
Little by Little,Chorus 2,The King Of Limbs,"Never in earnest, never get judged",25
Little by Little,Chorus 2,The King Of Limbs,"I'm no idiot, I should look",26
Little by Little,Chorus 2,The King Of Limbs,"Little by little, by hook or by crook",27
Little by Little,Chorus 2,The King Of Limbs,I'm such a tease and you're such a flirt,28
Feral,Verse,The King Of Limbs,(You're not),1
Feral,Verse,The King Of Limbs,You're not mine,2
Feral,Verse,The King Of Limbs,I'm not yours,3
Feral,Verse,The King Of Limbs,It's all fine,4
Feral,Verse,The King Of Limbs,"Please don't judge, judge",5
Feral,Verse,The King Of Limbs,(You're not mine),6
Feral,Repeated Infinitum,The King Of Limbs,JudgeYou might also like,7
Lotus Flower,Verse 1,The King Of Limbs,I will shape myself into your pocket,1
Lotus Flower,Verse 1,The King Of Limbs,Invisible,2
Lotus Flower,Verse 1,The King Of Limbs,Do what you want,3
Lotus Flower,Verse 1,The King Of Limbs,Do what you want,4
Lotus Flower,Verse 1,The King Of Limbs,I will shrink and I will disappear,5
Lotus Flower,Verse 1,The King Of Limbs,I will slip into the groove,6
Lotus Flower,Verse 1,The King Of Limbs,And cut me off,7
Lotus Flower,Verse 1,The King Of Limbs,And cut me off,8
Lotus Flower,Refrain,The King Of Limbs,There's an empty space inside my heart,9
Lotus Flower,Refrain,The King Of Limbs,Where the weeds take root,10
Lotus Flower,Refrain,The King Of Limbs,And now I'll set you free,11
Lotus Flower,Refrain,The King Of Limbs,I'll set you free,12
Lotus Flower,Refrain,The King Of Limbs,There's an empty space inside my heart,13
Lotus Flower,Refrain,The King Of Limbs,Where the weeds take root,14
Lotus Flower,Refrain,The King Of Limbs,So now I'll set you free,15
Lotus Flower,Refrain,The King Of Limbs,I'll set you free,16
Lotus Flower,Chorus 1,The King Of Limbs,Slowly we unfurl,17
Lotus Flower,Chorus 1,The King Of Limbs,As lotus flowers,18
Lotus Flower,Chorus 1,The King Of Limbs,'Cause all I want is the moon upon a stick,19
Lotus Flower,Chorus 1,The King Of Limbs,Just to see what if,20
Lotus Flower,Chorus 1,The King Of Limbs,Just to see what is,21
Lotus Flower,Chorus 1,The King Of Limbs,I can't kick your habit,22
Lotus Flower,Chorus 1,The King Of Limbs,Just to feed your fast balloonin' head,23
Lotus Flower,Chorus 1,The King Of Limbs,Listen to your heart,24
Lotus Flower,Chorus 1,The King Of Limbs,You might also like,25
Lotus Flower,Verse 2,The King Of Limbs,We will shrink and then be quiet as mice,26
Lotus Flower,Verse 2,The King Of Limbs,And while the cat is away,27
Lotus Flower,Verse 2,The King Of Limbs,Do what we want,28
Lotus Flower,Verse 2,The King Of Limbs,Do what we want,29
Lotus Flower,Refrain,The King Of Limbs,There's an empty space inside my heart,30
Lotus Flower,Refrain,The King Of Limbs,Where the weeds take root,31
Lotus Flower,Refrain,The King Of Limbs,So now I'll set you free,32
Lotus Flower,Refrain,The King Of Limbs,I'll set you free,33
Lotus Flower,Bridge,The King Of Limbs,'Cause all I want is the moon upon a stick,34
Lotus Flower,Bridge,The King Of Limbs,Just to see what if,35
Lotus Flower,Bridge,The King Of Limbs,Just to see what is,36
Lotus Flower,Bridge,The King Of Limbs,"Oh, the bird that's flown into my room",37
Lotus Flower,Chorus 2,The King Of Limbs,Slowly we unfurl,38
Lotus Flower,Chorus 2,The King Of Limbs,As lotus flowers,39
Lotus Flower,Chorus 2,The King Of Limbs,'Cause all I want is the moon upon a stick,40
Lotus Flower,Chorus 2,The King Of Limbs,I dance around the pit,41
Lotus Flower,Chorus 2,The King Of Limbs,The darkness is beneath,42
Lotus Flower,Chorus 2,The King Of Limbs,I can't kick your habit,43
Lotus Flower,Chorus 2,The King Of Limbs,Just to feed your fast balloonin' head,44
Lotus Flower,Chorus 2,The King Of Limbs,Listen to your heart,45
Codex,Verse 1,The King Of Limbs,Sleight of hand,1
Codex,Verse 1,The King Of Limbs,Jump off the end,2
Codex,Verse 1,The King Of Limbs,Into a clear lake,3
Codex,Verse 1,The King Of Limbs,No one around,4
Codex,Verse 1,The King Of Limbs,Just dragonflies,5
Codex,Verse 1,The King Of Limbs,Fantasised,6
Codex,Verse 1,The King Of Limbs,No one gets hurt,7
Codex,Verse 1,The King Of Limbs,You've done nothing wrong,8
Codex,Interlude,The King Of Limbs,Ooh-ooh,9
Codex,Interlude,The King Of Limbs,Ooh-ooh,10
Codex,Verse 2,The King Of Limbs,Slide your hand,11
Codex,Verse 2,The King Of Limbs,Jump off the end,12
Codex,Verse 2,The King Of Limbs,The water's clear,13
Codex,Verse 2,The King Of Limbs,And innocent,14
Codex,Verse 2,The King Of Limbs,The water's clear,15
Codex,Verse 2,The King Of Limbs,And innocent,16
Codex,Instrumental,The King Of Limbs,You might also like,17
Give Up the Ghost,Intro,The King Of Limbs,"Don't hurt me, don't hurt me",1
Give Up the Ghost,Intro,The King Of Limbs,"Don't hurt me, don't hurt me",2
Give Up the Ghost,Intro,The King Of Limbs,Don't hurt me,3
Give Up the Ghost,Verse 1,The King Of Limbs,Gather up the lost and their souls (Don't hurt me),4
Give Up the Ghost,Verse 1,The King Of Limbs,Into your arms (Don't hurt me),5
Give Up the Ghost,Verse 1,The King Of Limbs,Into your arms (Don't hurt me),6
Give Up the Ghost,Verse 1,The King Of Limbs,"Gather up the pitiful (Don't hurt me, don't hurt me)",7
Give Up the Ghost,Verse 1,The King Of Limbs,Into your arms (Don't hurt me),8
Give Up the Ghost,Verse 1,The King Of Limbs,Into your arms (Don't hurt me),9
Give Up the Ghost,Verse 1,The King Of Limbs,Into your arms (Don't hurt me),10
Give Up the Ghost,Verse 1,The King Of Limbs,Into your arms (Don't hurt me),11
Give Up the Ghost,Verse 2,The King Of Limbs,(Into your arms),12
Give Up the Ghost,Verse 2,The King Of Limbs,"What seems impossible (Don't hurt me, don't hurt me)",13
Give Up the Ghost,Verse 2,The King Of Limbs,Into your arms (Don't hurt me),14
Give Up the Ghost,Verse 2,The King Of Limbs,(Into your arms) (Don't hurt me),15
Give Up the Ghost,Verse 2,The King Of Limbs,(Into your arms),16
Give Up the Ghost,Verse 2,The King Of Limbs,"I think I have had my fill (Don't hurt me, don't hurt me)",17
Give Up the Ghost,Verse 2,The King Of Limbs,Into your arms (Don't hurt me),18
Give Up the Ghost,Verse 2,The King Of Limbs,Into your arms (Don't hurt me),19
Give Up the Ghost,Verse 2,The King Of Limbs,Into your arms (Don't hurt me),20
Give Up the Ghost,Verse 2,The King Of Limbs,Into your arms (Don't hurt me),21
Give Up the Ghost,Verse 2,The King Of Limbs,"I think I should give up the ghost (Don't hurt me, don't hurt me)",22
Give Up the Ghost,Verse 2,The King Of Limbs,"Into your arms (Into your arms) (Don't hurt me, don't hurt me)",23
Give Up the Ghost,Verse 2,The King Of Limbs,You might also like,24
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),25
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),26
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),27
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),28
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),29
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),30
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),31
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),32
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),33
Give Up the Ghost,Outro,The King Of Limbs,Into your arms (Don't hurt me),34
Separator,Chorus 1,The King Of Limbs,It's like I've fallen out of bed from a long and vivid dream,1
Separator,Chorus 1,The King Of Limbs,The sweetest flowered fruits were hangin' from the trees,2
Separator,Chorus 1,The King Of Limbs,Fallin' off the giant bird that's been carryin' me,3
Separator,Chorus 1,The King Of Limbs,It's like I've fallen out of bed from a long and vivid dream,4
Separator,Verse 1,The King Of Limbs,Just exactly as I remember,5
Separator,Verse 1,The King Of Limbs,"Every word, every gesture",6
Separator,Verse 1,The King Of Limbs,I've my heart in my mouth,7
Separator,Chorus 2,The King Of Limbs,Like I've fallen out of bed from a long and vivid dream,8
Separator,Chorus 2,The King Of Limbs,Finally I'm free of all the weight I've been carrying,9
Separator,Verse 2,The King Of Limbs,And as that woman blows her cover,10
Separator,Verse 2,The King Of Limbs,In the eye of the beholder,11
Separator,Verse 2,The King Of Limbs,I'm a fish now out of water,12
Separator,Chorus 3,The King Of Limbs,"(Did so much, did so much)",13
Separator,Chorus 3,The King Of Limbs,Fallen off a giant bird that's been carryin' me,14
Separator,Verse 3,The King Of Limbs,"I fell open, I lay under",15
Separator,Verse 3,The King Of Limbs,"At the tip off, lost your number",16
Separator,Verse 3,The King Of Limbs,I wanna slip over and get back under,17
Separator,Verse 3,The King Of Limbs,You might also like,18
Separator,Bridge,The King Of Limbs,"And if you think this is over, then you're wrong",19
Separator,Bridge,The King Of Limbs,"If you think this is over, then you're wrong",20
Separator,Bridge,The King Of Limbs,"(Wake me up, will you wake me up?) If you think this is over, then you're wrong",21
Separator,Bridge,The King Of Limbs,"(Wake me up, will you wake me up?) If you think this is over, then you're wrong",22
Separator,Chorus 2,The King Of Limbs,"(Wake me up, will you wake me up?) Like I've fallen out of bed from a long and vivid dream",23
Separator,Chorus 2,The King Of Limbs,"(Wake me up, will you wake me up?) Finally I'm free of all the weight I've been carryin'",24
Separator,Outro,The King Of Limbs,"When at last, you give in",25
Separator,Outro,The King Of Limbs,"When at last, you give in",26
Separator,Outro,The King Of Limbs,"Wake me up, will you wake me up?",27
Separator,Outro,The King Of Limbs,"Wake me up, will you wake me up?",28
Separator,Outro,The King Of Limbs,"Wake me up, will you wake me up?",29
Separator,Outro,The King Of Limbs,"Wake me up, will you wake me up?",30
Burn the Witch,Verse 1,A Moon Shaped Pool,Stay in the shadows,1
Burn the Witch,Verse 1,A Moon Shaped Pool,Cheer at the gallows,2
Burn the Witch,Verse 1,A Moon Shaped Pool,This is a round-up,3
Burn the Witch,Pre-Chorus,A Moon Shaped Pool,This is a low-flying panic attack,4
Burn the Witch,Pre-Chorus,A Moon Shaped Pool,Sing the song on the jukebox that goes,5
Burn the Witch,Chorus,A Moon Shaped Pool,Burn the witch,6
Burn the Witch,Chorus,A Moon Shaped Pool,Burn the witch,7
Burn the Witch,Chorus,A Moon Shaped Pool,We know where you live,8
Burn the Witch,Verse 2,A Moon Shaped Pool,Red crosses on wooden doors,9
Burn the Witch,Verse 2,A Moon Shaped Pool,"If you float, you burn",10
Burn the Witch,Verse 2,A Moon Shaped Pool,Loose talk around tables,11
Burn the Witch,Verse 2,A Moon Shaped Pool,Abandon all reason,12
Burn the Witch,Verse 2,A Moon Shaped Pool,Avoid all eye contact,13
Burn the Witch,Verse 2,A Moon Shaped Pool,Do not react,14
Burn the Witch,Verse 2,A Moon Shaped Pool,Shoot the messengers,15
Burn the Witch,Pre-Chorus,A Moon Shaped Pool,This is a low-flying panic attack,16
Burn the Witch,Pre-Chorus,A Moon Shaped Pool,Sing the song of sixpence that goes,17
Burn the Witch,Pre-Chorus,A Moon Shaped Pool,You might also like,18
Burn the Witch,Chorus,A Moon Shaped Pool,Burn the witch,19
Burn the Witch,Chorus,A Moon Shaped Pool,Burn the witch,20
Burn the Witch,Chorus,A Moon Shaped Pool,We know where you live,21
Burn the Witch,Chorus,A Moon Shaped Pool,We know where you live,22
Daydreaming,Verse 1,A Moon Shaped Pool,Dreamers,1
Daydreaming,Verse 1,A Moon Shaped Pool,They never learn,2
Daydreaming,Verse 1,A Moon Shaped Pool,They never learn,3
Daydreaming,Verse 1,A Moon Shaped Pool,Beyond the point,4
Daydreaming,Verse 1,A Moon Shaped Pool,Of no return,5
Daydreaming,Verse 1,A Moon Shaped Pool,Of no return,6
Daydreaming,Verse 1,A Moon Shaped Pool,Then it's too late,7
Daydreaming,Verse 1,A Moon Shaped Pool,The damage is done,8
Daydreaming,Verse 1,A Moon Shaped Pool,The damage is done,9
Daydreaming,Verse 2,A Moon Shaped Pool,This goes,10
Daydreaming,Verse 2,A Moon Shaped Pool,Beyond me,11
Daydreaming,Verse 2,A Moon Shaped Pool,Beyond you,12
Daydreaming,Verse 2,A Moon Shaped Pool,A white room,13
Daydreaming,Verse 2,A Moon Shaped Pool,By a window,14
Daydreaming,Verse 2,A Moon Shaped Pool,Where the sun comes,15
Daydreaming,Verse 2,A Moon Shaped Pool,Through,16
Daydreaming,Verse 2,A Moon Shaped Pool,We are,17
Daydreaming,Verse 2,A Moon Shaped Pool,Just happy to serve,18
Daydreaming,Verse 2,A Moon Shaped Pool,Just happy to serve,19
Daydreaming,Verse 2,A Moon Shaped Pool,You,20
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,21
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,22
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,23
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,24
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,25
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,26
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,27
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,28
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,29
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,30
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,31
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,32
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,33
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,34
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH,35
Daydreaming,Outro,A Moon Shaped Pool,​efil ym fo flaH​​You might also like,36
Decks Dark,Chorus,A Moon Shaped Pool,"Then into your life, there comes a darkness",1
Decks Dark,Chorus,A Moon Shaped Pool,There's a spacecraft blocking out the sky,2
Decks Dark,Chorus,A Moon Shaped Pool,And there's nowhere to hide,3
Decks Dark,Chorus,A Moon Shaped Pool,You run to the back and you cover your ears,4
Decks Dark,Chorus,A Moon Shaped Pool,But it's the loudest sound you've ever heard,5
Decks Dark,Chorus,A Moon Shaped Pool,And all we trapped rag doll cloth people,6
Decks Dark,Chorus,A Moon Shaped Pool,We are helpless to resist,7
Decks Dark,Chorus,A Moon Shaped Pool,Into our darkest hour,8
Decks Dark,Verse,A Moon Shaped Pool,"But it was just a laugh, just a laugh, just a laugh, just a laugh",9
Decks Dark,Verse,A Moon Shaped Pool,"Even at this angle, and so we crumble",10
Decks Dark,Verse,A Moon Shaped Pool,"A ten ton head made of wet sand, oh, this dread circumference",11
Decks Dark,Verse,A Moon Shaped Pool,"You've gotta be kidding me, the grass grows over me",12
Decks Dark,Verse,A Moon Shaped Pool,"Your face in the glass, in the glass, it was just a laugh, just a laugh",13
Decks Dark,Verse,A Moon Shaped Pool,"It's whatever you say it is, in split infinity",14
Decks Dark,Chorus,A Moon Shaped Pool,"Then into your life, there comes a darkness",15
Decks Dark,Chorus,A Moon Shaped Pool,And a spacecraft blocking out the sky,16
Decks Dark,Chorus,A Moon Shaped Pool,And there's nowhere to hide,17
Decks Dark,Chorus,A Moon Shaped Pool,You run to the back and you cover your ears,18
Decks Dark,Chorus,A Moon Shaped Pool,But it's the loudest sound you've ever heard,19
Decks Dark,Chorus,A Moon Shaped Pool,Into your darkest hour,20
Decks Dark,Chorus,A Moon Shaped Pool,You might also like,21
Decks Dark,Outro,A Moon Shaped Pool,When you've had enough of me,22
Decks Dark,Outro,A Moon Shaped Pool,When you've had enough of me,23
Decks Dark,Outro,A Moon Shaped Pool,Sweet darling,24
Decks Dark,Outro,A Moon Shaped Pool,When you've had enough of me,25
Decks Dark,Outro,A Moon Shaped Pool,When you've had enough of me,26
Decks Dark,Outro,A Moon Shaped Pool,Sweet darling,27
Decks Dark,Outro,A Moon Shaped Pool,Sweet times,28
Decks Dark,Outro,A Moon Shaped Pool,Sweet darling,29
Decks Dark,Outro,A Moon Shaped Pool,Sweet times,30
Desert Island Disk,Verse 1,A Moon Shaped Pool,Now as I go upon my way,1
Desert Island Disk,Verse 1,A Moon Shaped Pool,So let me go upon my way,2
Desert Island Disk,Verse 1,A Moon Shaped Pool,"Born of a light, born of a light",3
Desert Island Disk,Verse 1,A Moon Shaped Pool,The wind rushing 'round my open heart,4
Desert Island Disk,Verse 1,A Moon Shaped Pool,An open ravine with my spirit wide,5
Desert Island Disk,Verse 1,A Moon Shaped Pool,Totally alive and my spirit light,6
Desert Island Disk,Verse 1,A Moon Shaped Pool,Through an open doorway,7
Desert Island Disk,Verse 1,A Moon Shaped Pool,Across a street to another life,8
Desert Island Disk,Verse 1,A Moon Shaped Pool,And catching my reflection,9
Desert Island Disk,Verse 1,A Moon Shaped Pool,"In a window, switching on a light",10
Desert Island Disk,Verse 1,A Moon Shaped Pool,"One I didn't know, totally alive, totally released",11
Desert Island Disk,Verse 2,A Moon Shaped Pool,"Waking, waking up from shutdown",12
Desert Island Disk,Verse 2,A Moon Shaped Pool,From a thousand years of sleep,13
Desert Island Disk,Verse 2,A Moon Shaped Pool,"Yeah, you, you know what I mean",14
Desert Island Disk,Verse 2,A Moon Shaped Pool,You know what I mean,15
Desert Island Disk,Verse 2,A Moon Shaped Pool,You know what I mean,16
Desert Island Disk,Verse 2,A Moon Shaped Pool,Standing on the edge of,17
Desert Island Disk,Verse 2,A Moon Shaped Pool,"You, you know what I mean",18
Desert Island Disk,Verse 2,A Moon Shaped Pool,You know what I mean,19
Desert Island Disk,Verse 2,A Moon Shaped Pool,You know what I mean,20
Desert Island Disk,Outro,A Moon Shaped Pool,Different types of love,21
Desert Island Disk,Outro,A Moon Shaped Pool,Different types of love,22
Desert Island Disk,Outro,A Moon Shaped Pool,Different types of love,23
Desert Island Disk,Outro,A Moon Shaped Pool,Are possible,24
Desert Island Disk,Outro,A Moon Shaped Pool,Are possible,25
Desert Island Disk,Outro,A Moon Shaped Pool,Are possible,26
Desert Island Disk,Outro,A Moon Shaped Pool,Are possibleYou might also like,27
Ful Stop,Verse 1,A Moon Shaped Pool,You really messed up everything,1
Ful Stop,Verse 1,A Moon Shaped Pool,You really messed up everything,2
Ful Stop,Verse 1,A Moon Shaped Pool,If you could take it all back again,3
Ful Stop,Verse 1,A Moon Shaped Pool,Strike up the tinderbox,4
Ful Stop,Verse 1,A Moon Shaped Pool,Why should I be good if you're not?,5
Ful Stop,Verse 1,A Moon Shaped Pool,This is a foul tasting medicine,6
Ful Stop,Verse 1,A Moon Shaped Pool,A foul tasting medicine,7
Ful Stop,Verse 1,A Moon Shaped Pool,To be trapped in your full stop,8
Ful Stop,Refrain,A Moon Shaped Pool,"Truth will mess you up, truth will mess you up",9
Ful Stop,Refrain,A Moon Shaped Pool,"Truth will mess you up, truth will mess you up",10
Ful Stop,Refrain,A Moon Shaped Pool,"Truth will mess you up, truth will mess you up",11
Ful Stop,Refrain,A Moon Shaped Pool,"Truth will mess you up, truth will mess you up",12
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),13
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up,14
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),15
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up,16
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),17
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up,18
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),19
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up,20
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),21
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up,22
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),23
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up,24
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),25
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up,26
Ful Stop,Refrain,A Moon Shaped Pool,Truth will mess you up (All the good times),27
Ful Stop,Refrain,A Moon Shaped Pool,You might also like,28
Ful Stop,Verse 2,A Moon Shaped Pool,When you take me back,29
Ful Stop,Verse 2,A Moon Shaped Pool,Take me back again,30
Ful Stop,Verse 2,A Moon Shaped Pool,Will you take me back,31
Ful Stop,Verse 2,A Moon Shaped Pool,Take me back again,32
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,33
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,34
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,35
Ful Stop,Outro,A Moon Shaped Pool,You really messed up this time,36
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,37
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,38
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,39
Ful Stop,Outro,A Moon Shaped Pool,You really messed up this time,40
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,41
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,42
Ful Stop,Outro,A Moon Shaped Pool,You really messed up,43
Ful Stop,Outro,A Moon Shaped Pool,You really messed up this time,44
Glass Eyes,Verse 1,A Moon Shaped Pool,"Hey, it's me, I just got off the train",1
Glass Eyes,Verse 1,A Moon Shaped Pool,"A frightening place, the faces are concrete grey",2
Glass Eyes,Verse 1,A Moon Shaped Pool,"And I'm wondering, should I turn around?",3
Glass Eyes,Verse 1,A Moon Shaped Pool,Buy another ticket? The panic is coming on strong,4
Glass Eyes,Verse 1,A Moon Shaped Pool,"So cold, from the inside out",5
Glass Eyes,Verse 1,A Moon Shaped Pool,"No great drama, message coming in",6
Glass Eyes,Verse 1,A Moon Shaped Pool,In the oh-so-smug glassy eyed light of day,7
Glass Eyes,Verse 1,A Moon Shaped Pool,Glassy eyed light of day,8
Glass Eyes,Verse 2,A Moon Shaped Pool,Where the path trails off and heads down the mountain,9
Glass Eyes,Verse 2,A Moon Shaped Pool,"Through the dry bush, I don't know where it leads",10
Glass Eyes,Verse 2,A Moon Shaped Pool,And I don't really care,11
Glass Eyes,Verse 2,A Moon Shaped Pool,Where the path trails off and heads down the mountain,12
Glass Eyes,Verse 2,A Moon Shaped Pool,"Through the dry bush, I don't know where it leads",13
Glass Eyes,Verse 2,A Moon Shaped Pool,And I don't really care,14
Glass Eyes,Outro,A Moon Shaped Pool,I feel this love to the core,15
Glass Eyes,Outro,A Moon Shaped Pool,I feel this love turn coldYou might also like,16
Identikit,Repeated Background Refrain,A Moon Shaped Pool,A moon shaped pool,1
Identikit,Repeated Background Refrain,A Moon Shaped Pool,Dancing clothes won't let me in,2
Identikit,Repeated Background Refrain,A Moon Shaped Pool,And now I know it's never gonna be,3
Identikit,Repeated Background Refrain,A Moon Shaped Pool,"Oh, me",4
Identikit,Repeated Background Refrain,A Moon Shaped Pool,A moon shaped pool,5
Identikit,Repeated Background Refrain,A Moon Shaped Pool,Dancing clothes won't let me in,6
Identikit,Repeated Background Refrain,A Moon Shaped Pool,And now I know it's never gonna be,7
Identikit,Repeated Background Refrain,A Moon Shaped Pool,"Oh, me",8
Identikit,Repeated Background Refrain,A Moon Shaped Pool,A moon shaped pool,9
Identikit,Repeated Background Refrain,A Moon Shaped Pool,Dancing clothes won't let me in,10
Identikit,Repeated Background Refrain,A Moon Shaped Pool,And now I know it's never gonna be,11
Identikit,Repeated Background Refrain,A Moon Shaped Pool,"Oh, me",12
Identikit,Verse 1,A Moon Shaped Pool,The sweet-faced ones with nothing left inside,13
Identikit,Verse 1,A Moon Shaped Pool,"That we all can love, that we all can love, that we all",14
Identikit,Verse 1,A Moon Shaped Pool,The sweet-faced ones with nothing left inside,15
Identikit,Verse 1,A Moon Shaped Pool,"That we all can love, that we all can love, that we all",16
Identikit,Chorus,A Moon Shaped Pool,But now I see you messing me around,17
Identikit,Chorus,A Moon Shaped Pool,"I don't want to know, I don't want to know, I don't want",18
Identikit,Chorus,A Moon Shaped Pool,When I see you messing me around,19
Identikit,Chorus,A Moon Shaped Pool,"I don't want to know, I don't want to know, I don't want to know",20
Identikit,Chorus,A Moon Shaped Pool,You might also like,21
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",22
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",23
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",24
