track_name,element,album,lyrics,line
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",25
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts",26
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",27
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",28
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",29
Identikit,Bridge,A Moon Shaped Pool,"Broken hearts make it rain, broken hearts make it rain",30
Identikit,Verse 2,A Moon Shaped Pool,The pieces of a ragdoll mankind,31
Identikit,Verse 2,A Moon Shaped Pool,"That we can create, that we can create, that we can",32
Identikit,Verse 2,A Moon Shaped Pool,The pieces of a ragdoll mankind,33
Identikit,Verse 2,A Moon Shaped Pool,"That we can create, that we can create",34
Identikit,Chorus,A Moon Shaped Pool,But when I see you messing me around,35
Identikit,Chorus,A Moon Shaped Pool,"I don't want to know, I don't want to know, I don't want",36
Identikit,Chorus,A Moon Shaped Pool,When I see you messing me around,37
Identikit,Chorus,A Moon Shaped Pool,"I don't want to know, I don't want to know, I don't want to know",38
The Numbers,Verse 1,A Moon Shaped Pool,It holds us like a phantom,1
The Numbers,Verse 1,A Moon Shaped Pool,It touches  like a breeze,2
The Numbers,Verse 1,A Moon Shaped Pool,It shines its understanding,3
The Numbers,Verse 1,A Moon Shaped Pool,"See, the moon is smiling",4
The Numbers,Verse 1,A Moon Shaped Pool,Open on all channels,5
The Numbers,Verse 1,A Moon Shaped Pool,Ready to receive,6
The Numbers,Verse 1,A Moon Shaped Pool,'Cause we're not at the mercy,7
The Numbers,Verse 1,A Moon Shaped Pool,Of your chimeras and spells,8
The Numbers,Verse 1,A Moon Shaped Pool,Your chimeras and spells,9
The Numbers,Verse 1,A Moon Shaped Pool,Mm-hmm,10
The Numbers,Verse 1,A Moon Shaped Pool,We are of the earth,11
The Numbers,Verse 1,A Moon Shaped Pool,To her we do return,12
The Numbers,Verse 1,A Moon Shaped Pool,The future is inside us,13
The Numbers,Verse 1,A Moon Shaped Pool,It's not somewhere else,14
The Numbers,Verse 1,A Moon Shaped Pool,It's not somewhere else,15
The Numbers,Verse 1,A Moon Shaped Pool,It's not somewhere else,16
The Numbers,Chorus,A Moon Shaped Pool,(One day at a time),17
The Numbers,Chorus,A Moon Shaped Pool,One day at a time,18
The Numbers,Verse 2,A Moon Shaped Pool,We call upon the people,19
The Numbers,Verse 2,A Moon Shaped Pool,The people have this power,20
The Numbers,Verse 2,A Moon Shaped Pool,The numbers don't decide,21
The Numbers,Verse 2,A Moon Shaped Pool,The system is a lie,22
The Numbers,Verse 2,A Moon Shaped Pool,A river running dry,23
The Numbers,Verse 2,A Moon Shaped Pool,The wings of butterflies,24
The Numbers,Verse 2,A Moon Shaped Pool,And you may pour us away like soup,25
The Numbers,Verse 2,A Moon Shaped Pool,Like we're pretty broken flowers,26
The Numbers,Verse 2,A Moon Shaped Pool,We'll take back what is ours,27
The Numbers,Verse 2,A Moon Shaped Pool,Take back what is ours,28
The Numbers,Verse 2,A Moon Shaped Pool,You might also like,29
The Numbers,Chorus,A Moon Shaped Pool,One day at a time,30
Present Tense,Verse 1,A Moon Shaped Pool,"This dance, this dance",1
Present Tense,Verse 1,A Moon Shaped Pool,"Is like a weapon, is like a weapon",2
Present Tense,Verse 1,A Moon Shaped Pool,"Of self-defence, of self-defence",3
Present Tense,Verse 1,A Moon Shaped Pool,"Against the present, against the present",4
Present Tense,Verse 1,A Moon Shaped Pool,The present tense,5
Present Tense,Verse 1,A Moon Shaped Pool,"No, I won't get heavy, don't get heavy",6
Present Tense,Verse 1,A Moon Shaped Pool,Keep it light and keep it moving,7
Present Tense,Verse 1,A Moon Shaped Pool,I am doing no harm,8
Present Tense,Verse 1,A Moon Shaped Pool,As my world comes crashing down,9
Present Tense,Verse 1,A Moon Shaped Pool,"I'll be dancing, freaking out",10
Present Tense,Verse 1,A Moon Shaped Pool,"Deaf, dumb, and blind",11
Present Tense,Chorus,A Moon Shaped Pool,"In you, I'm lost",12
Present Tense,Chorus,A Moon Shaped Pool,"In you, I'm lost",13
Present Tense,Verse 2,A Moon Shaped Pool,I won't turn around or the penny drops,14
Present Tense,Verse 2,A Moon Shaped Pool,"Won't stop now, won't slack off",15
Present Tense,Verse 2,A Moon Shaped Pool,Or all this love will be in vain,16
Present Tense,Verse 2,A Moon Shaped Pool,To stop from falling down a mine,17
Present Tense,Verse 2,A Moon Shaped Pool,It's no one's business but mine,18
Present Tense,Verse 2,A Moon Shaped Pool,Where all this love has been in vain,19
Present Tense,Chorus,A Moon Shaped Pool,"In you, I'm lost",20
Present Tense,Chorus,A Moon Shaped Pool,"In you, I'm lost",21
Present Tense,Chorus,A Moon Shaped Pool,"In you, I'm lost",22
Present Tense,Chorus,A Moon Shaped Pool,"In you, I'm lostYou might also like",23
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 1,A Moon Shaped Pool,All the holes at once,1
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 1,A Moon Shaped Pool,"Are comin' alive, set free",2
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 1,A Moon Shaped Pool,Out of sight and out of mind,3
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 1,A Moon Shaped Pool,The lonely and their prey,4
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Chorus,A Moon Shaped Pool,The ones you light your fires to keep away,5
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Chorus,A Moon Shaped Pool,Is crawling out upon its belly,6
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Chorus,A Moon Shaped Pool,"And all you have to do is say ""Yes""",7
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 2,A Moon Shaped Pool,All the birds stay up in the trees,8
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 2,A Moon Shaped Pool,All the fish swim down to the deep,9
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 2,A Moon Shaped Pool,The lonely and their prey,10
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Verse 2,A Moon Shaped Pool,"I am here, come to me before it's too late",11
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Chorus,A Moon Shaped Pool,The one you light your fires to keep away,12
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Chorus,A Moon Shaped Pool,Is crawling out upon its belly,13
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Chorus,A Moon Shaped Pool,"All you have to do is say ""Yes""",14
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Instrumental Outro,A Moon Shaped Pool,You might also like,15
True Love Waits,Verse 1,A Moon Shaped Pool,I'll drown my beliefs,1
True Love Waits,Verse 1,A Moon Shaped Pool,To have your babies,2
True Love Waits,Verse 1,A Moon Shaped Pool,I'll dress like your niece,3
True Love Waits,Verse 1,A Moon Shaped Pool,And wash your swollen feet,4
True Love Waits,Chorus,A Moon Shaped Pool,Just don't leave,5
True Love Waits,Chorus,A Moon Shaped Pool,Don't leave,6
True Love Waits,Verse 2,A Moon Shaped Pool,I'm not living,7
True Love Waits,Verse 2,A Moon Shaped Pool,I'm just killing time,8
True Love Waits,Verse 2,A Moon Shaped Pool,Your tiny hands,9
True Love Waits,Verse 2,A Moon Shaped Pool,Your crazy kitten smile,10
True Love Waits,Chorus,A Moon Shaped Pool,Just don't leave,11
True Love Waits,Chorus,A Moon Shaped Pool,Don't leave,12
True Love Waits,Verse 3,A Moon Shaped Pool,And true love waits,13
True Love Waits,Verse 3,A Moon Shaped Pool,In haunted attics,14
True Love Waits,Verse 3,A Moon Shaped Pool,And true love lives,15
True Love Waits,Verse 3,A Moon Shaped Pool,On lollipops and crisps,16
True Love Waits,Verse 3,A Moon Shaped Pool,You might also like,17
True Love Waits,Chorus,A Moon Shaped Pool,Just don't leave,18
True Love Waits,Chorus,A Moon Shaped Pool,Don't leave,19
Ill Wind,Verse 1,A Moon Shaped Pool,Keep your distance,1
Ill Wind,Verse 1,A Moon Shaped Pool,Then no harm will come,2
Ill Wind,Chorus,A Moon Shaped Pool,No ill wind,3
Ill Wind,Chorus,A Moon Shaped Pool,Will blow,4
Ill Wind,Chorus,A Moon Shaped Pool,Will blow,5
Ill Wind,Verse 2,A Moon Shaped Pool,Sudden words,6
Ill Wind,Verse 2,A Moon Shaped Pool,Must never be spoken,7
Ill Wind,Chorus,A Moon Shaped Pool,No ill wind,8
Ill Wind,Chorus,A Moon Shaped Pool,Will blow,9
Ill Wind,Chorus,A Moon Shaped Pool,Will blow,10
Ill Wind,Verse 3,A Moon Shaped Pool,Keep your cool,11
Ill Wind,Verse 3,A Moon Shaped Pool,Do not give into emotion,12
Ill Wind,Chorus,A Moon Shaped Pool,No ill wind,13
Ill Wind,Chorus,A Moon Shaped Pool,Will blow,14
Ill Wind,Chorus,A Moon Shaped Pool,Will blowYou might also like,15
Spectre,Verse 1,A Moon Shaped Pool,"I'm lost, I'm a ghost",1
Spectre,Verse 1,A Moon Shaped Pool,"Dispossessed, taken host",2
Spectre,Verse 1,A Moon Shaped Pool,My hunger burns a bullet hole,3
Spectre,Verse 1,A Moon Shaped Pool,A spectre of my mortal soul,4
Spectre,Chorus 1,A Moon Shaped Pool,These rumors and suspicion,5
Spectre,Chorus 1,A Moon Shaped Pool,Anger is a poison,6
Spectre,Verse 2,A Moon Shaped Pool,The only truth that I could see,7
Spectre,Verse 2,A Moon Shaped Pool,Is when you put your lips to me,8
Spectre,Verse 2,A Moon Shaped Pool,Futures tricked by the past,9
Spectre,Verse 2,A Moon Shaped Pool,"Spectre, how he laughs",10
Spectre,Chorus 2,A Moon Shaped Pool,Fear puts a spell on us,11
Spectre,Chorus 2,A Moon Shaped Pool,Always second-guessing love,12
Spectre,Verse 3,A Moon Shaped Pool,My hunger burns a bullet hole,13
Spectre,Verse 3,A Moon Shaped Pool,A spectre of my mortal soul,14
Spectre,Verse 3,A Moon Shaped Pool,The only truth that I can see,15
Spectre,Verse 3,A Moon Shaped Pool,Spectre has come for meYou might also like,16
